Número Mesa,País,Departamento,Provincia,Municipio,Localidad,Recinto,Inscritos,CC,FPV,MTS,UCS,MAS - IPSP,21F,PDC,MNR,PAN-BOL,Votos Válidos,Blancos,Nulos
77607,Bolivia,Santa Cruz,Obispo Santistéban,Montero,Montero,Col. Angel Limpias,227,45,2,0,1,121,8,15,2,0,194,3,4
77608,Bolivia,Santa Cruz,Obispo Santistéban,Montero,Montero,Col. Angel Limpias,230,57,0,1,0,96,17,19,0,1,191,3,10
77609,Bolivia,Santa Cruz,Obispo Santistéban,Montero,Montero,Col. Angel Limpias,229,53,0,1,0,98,14,15,1,0,182,3,9
77610,Bolivia,Santa Cruz,Obispo Santistéban,Montero,Montero,Col. Angel Limpias,231,46,1,0,0,108,13,20,1,0,189,1,7
77611,Bolivia,Santa Cruz,Obispo Santistéban,Montero,Montero,Col. Angel Limpias,178,41,0,0,1,82,15,11,0,0,150,1,5
77612,Bolivia,Santa Cruz,Obispo Santistéban,Montero,Montero,Col. U.E. Montecristo,230,96,0,1,0,62,18,18,1,0,196,3,5
77613,Bolivia,Santa Cruz,Obispo Santistéban,Montero,Montero,Col. U.E. Montecristo,232,66,0,0,1,100,14,15,2,0,198,0,9
77614,Bolivia,Santa Cruz,Obispo Santistéban,Montero,Montero,Col. U.E. Montecristo,234,63,1,0,2,104,11,16,2,2,201,0,8
77615,Bolivia,Santa Cruz,Obispo Santistéban,Montero,Montero,Col. U.E. Montecristo,231,95,1,1,1,65,12,16,1,0,192,3,3
77616,Bolivia,Santa Cruz,Obispo Santistéban,Montero,Montero,Col. U.E. Montecristo,230,76,1,1,0,89,12,12,1,0,192,0,7
77617,Bolivia,Santa Cruz,Obispo Santistéban,Montero,Montero,Col. U.E. Montecristo,228,73,0,0,2,82,23,8,2,0,190,1,8
77618,Bolivia,Santa Cruz,Obispo Santistéban,Montero,Montero,Col. U.E. Montecristo,221,69,3,0,1,71,24,15,0,0,183,2,9
77619,Bolivia,Santa Cruz,Obispo Santistéban,Montero,Montero,Col. U.E. Montecristo,234,81,1,0,0,75,24,13,3,0,197,2,6
77620,Bolivia,Santa Cruz,Obispo Santistéban,Montero,Montero,Col. U.E. Montecristo,231,87,1,0,1,72,16,9,1,1,188,3,9
77621,Bolivia,Santa Cruz,Obispo Santistéban,Montero,Montero,Col. U.E. Montecristo,227,70,2,0,0,79,16,16,1,1,185,2,8
77622,Bolivia,Santa Cruz,Obispo Santistéban,Montero,Montero,Col. U.E. Montecristo,91,28,0,0,0,35,5,10,0,1,79,2,0
77623,Bolivia,Santa Cruz,Obispo Santistéban,Montero,Montero,Col. U.E. Elvira Frias,229,25,4,1,0,125,11,28,0,0,194,1,6
77624,Bolivia,Santa Cruz,Obispo Santistéban,Montero,Montero,Col. U.E. Elvira Frias,230,24,0,2,0,133,9,25,0,3,196,3,7
77625,Bolivia,Santa Cruz,Obispo Santistéban,Montero,Montero,Col. U.E. Elvira Frias,226,36,0,0,1,124,11,19,1,0,192,1,8
77626,Bolivia,Santa Cruz,Obispo Santistéban,Montero,Montero,Col. U.E. Elvira Frias,226,34,1,0,0,122,6,22,0,0,185,4,13
77627,Bolivia,Santa Cruz,Obispo Santistéban,Montero,Montero,Col. U.E. Elvira Frias,233,28,1,0,0,143,8,24,0,0,204,2,8
77628,Bolivia,Santa Cruz,Obispo Santistéban,Montero,Montero,Col. U.E. Elvira Frias,221,28,0,1,0,135,10,19,0,0,193,4,6
77629,Bolivia,Santa Cruz,Obispo Santistéban,Montero,Montero,Col. U.E. Elvira Frias,227,23,2,1,0,130,4,28,1,3,192,3,6
77630,Bolivia,Santa Cruz,Obispo Santistéban,Montero,Montero,Col. U.E. Elvira Frias,230,37,1,0,0,118,9,32,0,0,197,1,8
77631,Bolivia,Santa Cruz,Obispo Santistéban,Montero,Montero,Col. U.E. Elvira Frias,229,37,0,0,0,113,11,31,0,1,193,2,5
77632,Bolivia,Santa Cruz,Obispo Santistéban,Montero,Montero,Col. U.E. Elvira Frias,230,28,0,0,0,117,8,26,1,0,180,1,14
77633,Bolivia,Santa Cruz,Obispo Santistéban,Montero,Montero,Col. U.E. Elvira Frias,222,32,1,0,0,115,6,42,1,1,198,0,4
77634,Bolivia,Santa Cruz,Obispo Santistéban,Montero,Montero,Col. U.E. Elvira Frias,223,31,1,0,0,115,8,22,0,1,178,5,10
77635,Bolivia,Santa Cruz,Obispo Santistéban,Montero,Montero,Col. U.E. Elvira Frias,227,33,3,1,0,121,15,27,2,0,202,0,0
77636,Bolivia,Santa Cruz,Obispo Santistéban,Montero,Montero,Col. U.E. Elvira Frias,227,40,0,2,0,114,6,31,1,1,195,1,4
77637,Bolivia,Santa Cruz,Obispo Santistéban,Montero,Montero,Col. U.E. Elvira Frias,228,22,0,0,1,139,12,23,0,0,197,0,7
77638,Bolivia,Santa Cruz,Obispo Santistéban,Montero,Montero,Col. U.E. Elvira Frias,224,33,0,0,3,120,8,32,0,0,196,1,6
77639,Bolivia,Santa Cruz,Obispo Santistéban,Montero,Montero,Col. U.E. Elvira Frias,222,44,1,0,1,97,8,31,1,0,183,2,13
77640,Bolivia,Santa Cruz,Obispo Santistéban,Montero,Montero,Col. U.E. Elvira Frias,221,32,1,1,1,121,9,16,0,1,198,1,15
77641,Bolivia,Santa Cruz,Obispo Santistéban,Montero,Montero,Col. U.E. Elvira Frias,233,35,0,2,0,111,19,22,0,2,191,2,12
77642,Bolivia,Santa Cruz,Obispo Santistéban,Montero,Montero,Col. U.E. Elvira Frias,224,50,0,4,1,94,16,17,2,0,184,2,11
77643,Bolivia,Santa Cruz,Obispo Santistéban,Montero,Montero,Col. U.E. Elvira Frias,230,38,1,0,2,121,5,23,2,0,192,2,10
77644,Bolivia,Santa Cruz,Obispo Santistéban,Montero,Montero,Col. U.E. Elvira Frias,220,26,0,0,0,123,9,28,1,0,187,3,5
77645,Bolivia,Santa Cruz,Obispo Santistéban,Montero,Montero,Col. U.E. Elvira Frias,231,36,2,1,0,120,9,33,0,1,202,3,5
77646,Bolivia,Santa Cruz,Obispo Santistéban,Montero,Montero,Col. U.E. Elvira Frias,220,40,3,0,0,107,9,25,1,2,187,3,1
77647,Bolivia,Santa Cruz,Obispo Santistéban,Montero,Montero,Col. U.E. Elvira Frias,229,29,0,0,0,114,9,34,1,0,187,4,5
77648,Bolivia,Santa Cruz,Obispo Santistéban,Montero,Montero,Col. U.E. Elvira Frias,225,38,1,0,0,113,8,27,1,0,188,2,9
77649,Bolivia,Santa Cruz,Obispo Santistéban,Montero,Montero,Col. U.E. Elvira Frias,221,57,0,0,1,103,10,13,0,1,185,2,4
77650,Bolivia,Santa Cruz,Obispo Santistéban,Montero,Montero,Col. U.E. Elvira Frias,224,40,0,2,0,115,5,19,1,2,184,2,9
77651,Bolivia,Santa Cruz,Obispo Santistéban,Montero,Montero,Col. U.E. Elvira Frias,232,23,0,2,0,129,4,36,0,1,195,1,6
77652,Bolivia,Santa Cruz,Obispo Santistéban,Montero,Montero,Col. U.E. Elvira Frias,166,16,1,0,1,101,5,12,1,0,137,1,7
77653,Bolivia,Santa Cruz,Obispo Santistéban,Montero,Montero,Col. San Jose Obrero,232,50,0,0,0,112,15,27,1,1,206,4,3
77654,Bolivia,Santa Cruz,Obispo Santistéban,Montero,Montero,Col. San Jose Obrero,231,45,1,1,0,105,14,21,0,2,189,1,14
77655,Bolivia,Santa Cruz,Obispo Santistéban,Montero,Montero,Col. San Jose Obrero,230,51,2,2,0,111,15,21,1,0,203,1,7
77656,Bolivia,Santa Cruz,Obispo Santistéban,Montero,Montero,Col. San Jose Obrero,231,66,0,1,2,107,7,24,2,0,209,3,2
77657,Bolivia,Santa Cruz,Obispo Santistéban,Montero,Montero,Col. San Jose Obrero,229,38,1,0,0,116,15,26,1,1,198,4,3
77658,Bolivia,Santa Cruz,Obispo Santistéban,Montero,Montero,Col. San Jose Obrero,226,48,0,0,0,105,8,28,2,1,192,6,3
77659,Bolivia,Santa Cruz,Obispo Santistéban,Montero,Montero,Col. San Jose Obrero,223,39,0,4,0,99,12,24,1,0,179,6,7
77660,Bolivia,Santa Cruz,Obispo Santistéban,Montero,Montero,Col. San Jose Obrero,226,38,3,0,0,120,5,22,1,0,189,1,6
77661,Bolivia,Santa Cruz,Obispo Santistéban,Montero,Montero,Col. San Jose Obrero,233,39,1,1,0,130,7,27,0,2,207,0,8
77662,Bolivia,Santa Cruz,Obispo Santistéban,Montero,Montero,Col. San Jose Obrero,232,34,0,1,0,111,8,32,1,0,187,1,10
77663,Bolivia,Santa Cruz,Obispo Santistéban,Montero,Montero,Col. San Jose Obrero,227,38,1,0,2,117,7,25,0,3,193,2,6
77664,Bolivia,Santa Cruz,Obispo Santistéban,Montero,Montero,Col. San Jose Obrero,233,63,1,0,1,97,6,22,0,0,190,3,11
77665,Bolivia,Santa Cruz,Obispo Santistéban,Montero,Montero,Col. San Jose Obrero,220,51,1,0,0,106,7,25,1,2,193,3,5
77666,Bolivia,Santa Cruz,Obispo Santistéban,Montero,Montero,Col. San Jose Obrero,230,43,0,3,2,115,19,18,1,0,201,2,2
77667,Bolivia,Santa Cruz,Obispo Santistéban,Montero,Montero,Col. San Jose Obrero,223,42,1,0,0,111,8,24,3,1,190,1,5
77668,Bolivia,Santa Cruz,Obispo Santistéban,Montero,Montero,Col. San Jose Obrero,228,55,1,0,2,121,6,13,0,1,199,1,6
77669,Bolivia,Santa Cruz,Obispo Santistéban,Montero,Montero,Col. San Jose Obrero,224,37,1,1,0,113,10,33,3,0,198,3,5
77670,Bolivia,Santa Cruz,Obispo Santistéban,Montero,Montero,Col. San Jose Obrero,226,43,0,0,1,113,7,24,0,1,192,2,4
77671,Bolivia,Santa Cruz,Obispo Santistéban,Montero,Montero,Col. San Jose Obrero,228,44,0,1,1,96,9,31,2,1,185,1,15
77672,Bolivia,Santa Cruz,Obispo Santistéban,Montero,Montero,Col. San Jose Obrero,228,47,2,0,2,109,7,28,1,0,196,3,9
77673,Bolivia,Santa Cruz,Obispo Santistéban,Montero,Montero,Col. San Jose Obrero,199,25,0,1,0,97,13,24,0,0,160,3,5
77674,Bolivia,Santa Cruz,Obispo Santistéban,Montero,Montero,(Cárcel) Cárcel Pública de Montero,108,8,0,0,0,10,5,3,0,2,28,1,0
77675,Bolivia,Santa Cruz,Obispo Santistéban,Montero,Montero,U.E. Nuevo Milenio,238,17,2,0,0,111,13,35,1,0,179,0,3
77676,Bolivia,Santa Cruz,Obispo Santistéban,Montero,Montero,U.E. Nuevo Milenio,237,23,0,0,0,128,9,25,0,0,185,2,2
77677,Bolivia,Santa Cruz,Obispo Santistéban,Montero,Montero,U.E. Nuevo Milenio,239,31,0,1,0,119,9,24,0,2,186,1,2
77678,Bolivia,Santa Cruz,Obispo Santistéban,Montero,Montero,U.E. Nuevo Milenio,207,23,1,0,0,88,4,21,1,0,138,1,6
77679,Bolivia,Santa Cruz,Obispo Santistéban,Montero,Montero,U.E. 12 de Abril,235,74,0,0,2,85,31,15,3,0,210,0,5
77680,Bolivia,Santa Cruz,Obispo Santistéban,Montero,Montero,U.E. 12 de Abril,235,61,0,0,0,104,28,13,2,1,209,1,7
77681,Bolivia,Santa Cruz,Obispo Santistéban,Montero,Montero,U.E. 12 de Abril,237,91,2,0,0,74,32,6,3,3,211,0,6
77682,Bolivia,Santa Cruz,Obispo Santistéban,Montero,Montero,U.E. 12 de Abril,94,24,0,0,0,38,14,4,1,0,81,1,2
77683,Bolivia,Santa Cruz,Obispo Santistéban,Montero,Montero,U.E. San Silvestre,239,40,2,2,1,115,15,29,2,1,207,1,10
77684,Bolivia,Santa Cruz,Obispo Santistéban,Montero,Montero,U.E. San Silvestre,238,36,2,0,0,121,9,42,0,0,210,6,6
77685,Bolivia,Santa Cruz,Obispo Santistéban,Montero,Montero,U.E. San Silvestre,235,46,2,0,2,114,13,29,0,0,206,2,10
77686,Bolivia,Santa Cruz,Obispo Santistéban,Montero,Montero,U.E. San Silvestre,237,42,0,1,1,113,12,37,1,2,209,1,6
77687,Bolivia,Santa Cruz,Obispo Santistéban,Montero,Montero,U.E. San Silvestre,238,33,0,0,0,125,13,26,3,0,200,5,8
77688,Bolivia,Santa Cruz,Obispo Santistéban,Montero,Montero,U.E. San Silvestre,132,16,0,0,0,71,7,21,0,0,115,1,2
77689,Bolivia,Santa Cruz,Obispo Santistéban,Montero,Montero,U.E. Juancito Pinto,237,39,1,0,0,132,18,22,0,0,212,3,5
77690,Bolivia,Santa Cruz,Obispo Santistéban,Montero,Montero,U.E. Juancito Pinto,237,14,2,0,1,172,7,14,0,0,210,2,8
77691,Bolivia,Santa Cruz,Obispo Santistéban,Montero,Montero,U.E. Juancito Pinto,237,16,1,1,0,151,7,18,0,2,196,2,8
77692,Bolivia,Santa Cruz,Obispo Santistéban,Montero,Montero,U.E. Juancito Pinto,233,24,0,0,1,135,10,23,0,2,195,2,12
77693,Bolivia,Santa Cruz,Obispo Santistéban,Montero,Montero,U.E. Juancito Pinto,236,21,0,0,0,164,7,8,1,2,203,2,8
77694,Bolivia,Santa Cruz,Obispo Santistéban,Montero,Montero,U.E. Juancito Pinto,233,21,1,2,0,155,9,18,0,0,206,1,9
77695,Bolivia,Santa Cruz,Obispo Santistéban,Montero,Montero,U.E. Juancito Pinto,237,42,0,3,1,124,15,15,0,0,200,5,9
77696,Bolivia,Santa Cruz,Obispo Santistéban,Montero,Montero,U.E. Juancito Pinto,257,28,1,1,1,152,16,22,1,2,224,4,4
77697,Bolivia,Santa Cruz,Obispo Santistéban,Montero,Montero,U.E. Santa Rosita,169,48,0,0,1,73,12,15,0,1,150,2,3
77698,Bolivia,Santa Cruz,Obispo Santistéban,Montero,Montero,U.E. San Ramon de La Vibora,235,46,0,0,1,138,10,13,1,0,209,3,6
77699,Bolivia,Santa Cruz,Obispo Santistéban,Montero,Montero,U.E. San Ramon de La Vibora,239,46,1,0,0,140,10,16,0,0,213,2,7
77700,Bolivia,Santa Cruz,Obispo Santistéban,Montero,Montero,U.E. San Ramon de La Vibora,175,46,2,2,0,81,10,12,1,0,154,4,5
77701,Bolivia,Santa Cruz,Obispo Santistéban,Montero,Villa Fátima (Guabirá),Col. Juan Zabala,220,75,0,0,1,72,19,16,0,0,183,2,3
77702,Bolivia,Santa Cruz,Obispo Santistéban,Montero,Villa Fátima (Guabirá),Col. Juan Zabala,224,84,0,0,1,51,36,20,4,0,196,3,3
77703,Bolivia,Santa Cruz,Obispo Santistéban,Montero,Villa Fátima (Guabirá),Col. Juan Zabala,222,92,0,1,0,55,35,12,1,0,196,1,5
77704,Bolivia,Santa Cruz,Obispo Santistéban,Montero,Villa Fátima (Guabirá),Col. Juan Zabala,233,93,0,1,0,71,27,7,1,1,201,2,10
77705,Bolivia,Santa Cruz,Obispo Santistéban,Montero,Villa Fátima (Guabirá),Col. Juan Zabala,230,56,0,0,2,88,27,21,1,0,195,0,5
77706,Bolivia,Santa Cruz,Obispo Santistéban,Montero,Villa Fátima (Guabirá),Col. Juan Zabala,225,65,0,0,0,71,19,22,2,1,180,2,11
77707,Bolivia,Santa Cruz,Obispo Santistéban,Montero,Villa Fátima (Guabirá),Col. Juan Zabala,219,80,0,1,1,65,19,15,3,0,184,1,5
77708,Bolivia,Santa Cruz,Obispo Santistéban,Montero,Villa Fátima (Guabirá),Col. Juan Zabala,226,91,1,1,0,66,15,11,6,0,191,0,7
77709,Bolivia,Santa Cruz,Obispo Santistéban,Montero,Villa Fátima (Guabirá),Col. Juan Zabala,226,63,2,0,0,91,22,15,2,0,195,1,9
77710,Bolivia,Santa Cruz,Obispo Santistéban,Montero,Villa Fátima (Guabirá),Col. Juan Zabala,230,79,0,1,1,63,27,14,3,1,189,0,12
77711,Bolivia,Santa Cruz,Obispo Santistéban,Montero,Villa Fátima (Guabirá),Col. Juan Zabala,227,74,1,1,0,61,18,22,2,0,179,1,15
77712,Bolivia,Santa Cruz,Obispo Santistéban,Montero,Villa Fátima (Guabirá),Col. Juan Zabala,228,95,0,1,2,47,26,15,4,0,190,1,10
77713,Bolivia,Santa Cruz,Obispo Santistéban,Montero,Villa Fátima (Guabirá),Col. Juan Zabala,223,53,0,2,2,100,11,23,5,2,198,1,3
77714,Bolivia,Santa Cruz,Obispo Santistéban,Montero,Villa Fátima (Guabirá),Col. Juan Zabala,227,92,0,0,1,53,32,12,2,0,192,0,8
77715,Bolivia,Santa Cruz,Obispo Santistéban,Montero,Villa Fátima (Guabirá),Col. Juan Zabala,229,99,0,0,0,67,27,3,0,0,196,2,7
77716,Bolivia,Santa Cruz,Obispo Santistéban,Montero,Villa Fátima (Guabirá),Col. Juan Zabala,230,83,0,2,1,62,32,12,1,0,193,1,6
77717,Bolivia,Santa Cruz,Obispo Santistéban,Montero,Villa Fátima (Guabirá),Col. Juan Zabala,226,101,2,1,0,31,50,4,0,1,190,3,11
77718,Bolivia,Santa Cruz,Obispo Santistéban,Montero,Villa Fátima (Guabirá),Col. Juan Zabala,227,98,1,0,3,49,29,9,2,1,192,3,5
77719,Bolivia,Santa Cruz,Obispo Santistéban,Montero,Villa Fátima (Guabirá),Col. Juan Zabala,228,62,0,0,0,87,21,11,1,1,183,1,11
77720,Bolivia,Santa Cruz,Obispo Santistéban,Montero,Villa Fátima (Guabirá),Col. Juan Zabala,226,85,0,2,1,54,17,18,2,0,180,3,7
77721,Bolivia,Santa Cruz,Obispo Santistéban,Montero,Villa Fátima (Guabirá),Col. Juan Zabala,231,97,0,0,0,57,17,15,4,0,190,0,12
77722,Bolivia,Santa Cruz,Obispo Santistéban,Montero,Villa Fátima (Guabirá),Col. Juan Zabala,227,111,0,0,1,51,18,10,0,1,192,2,9
77723,Bolivia,Santa Cruz,Obispo Santistéban,Montero,Villa Fátima (Guabirá),Col. Juan Zabala,229,106,0,0,1,52,27,3,3,0,192,1,13
77724,Bolivia,Santa Cruz,Obispo Santistéban,Montero,Villa Fátima (Guabirá),Col. Juan Zabala,228,86,0,1,0,66,14,21,3,1,192,1,4
77725,Bolivia,Santa Cruz,Obispo Santistéban,Montero,Villa Fátima (Guabirá),Col. Juan Zabala,226,86,1,0,1,55,33,11,1,0,188,2,5
77726,Bolivia,Santa Cruz,Obispo Santistéban,Montero,Villa Fátima (Guabirá),Col. Juan Zabala,227,72,1,0,0,81,18,20,0,1,193,3,8
77727,Bolivia,Santa Cruz,Obispo Santistéban,Montero,Villa Fátima (Guabirá),Col. Juan Zabala,199,73,1,1,0,59,17,10,4,1,166,3,7
77728,Bolivia,Santa Cruz,Obispo Santistéban,Montero,Villa Fátima (Guabirá),Col. Nacional Guabira,227,73,2,0,1,72,27,8,1,1,185,5,6
77729,Bolivia,Santa Cruz,Obispo Santistéban,Montero,Villa Fátima (Guabirá),Col. Nacional Guabira,227,98,0,0,1,44,32,7,3,1,186,1,8
77730,Bolivia,Santa Cruz,Obispo Santistéban,Montero,Villa Fátima (Guabirá),Col. Nacional Guabira,231,70,1,0,1,86,21,17,2,1,199,3,13
77731,Bolivia,Santa Cruz,Obispo Santistéban,Montero,Villa Fátima (Guabirá),Col. Nacional Guabira,224,67,1,0,1,70,28,14,3,0,184,3,10
77732,Bolivia,Santa Cruz,Obispo Santistéban,Montero,Villa Fátima (Guabirá),Col. Nacional Guabira,221,60,1,0,2,78,27,18,3,0,189,4,4
77733,Bolivia,Santa Cruz,Obispo Santistéban,Montero,Villa Fátima (Guabirá),Col. Nacional Guabira,228,75,0,2,1,84,27,8,1,0,198,1,4
77734,Bolivia,Santa Cruz,Obispo Santistéban,Montero,Villa Fátima (Guabirá),Col. Nacional Guabira,232,87,1,0,0,74,27,17,1,0,207,2,3
77735,Bolivia,Santa Cruz,Obispo Santistéban,Montero,Villa Fátima (Guabirá),Col. Nacional Guabira,229,56,1,1,1,94,26,14,0,0,193,3,11
77736,Bolivia,Santa Cruz,Obispo Santistéban,Montero,Villa Fátima (Guabirá),Col. Nacional Guabira,235,88,1,0,3,46,43,14,2,0,197,1,10
77737,Bolivia,Santa Cruz,Obispo Santistéban,Montero,Villa Fátima (Guabirá),Col. Nacional Guabira,232,102,1,0,2,63,25,14,4,2,213,0,6
77738,Bolivia,Santa Cruz,Obispo Santistéban,Montero,Villa Fátima (Guabirá),Col. Nacional Guabira,233,77,0,0,1,65,27,20,1,0,191,2,12
77739,Bolivia,Santa Cruz,Obispo Santistéban,Montero,Villa Fátima (Guabirá),Col. Nacional Guabira,232,71,0,0,0,87,21,1,12,0,192,3,13
77740,Bolivia,Santa Cruz,Obispo Santistéban,Montero,Villa Fátima (Guabirá),Col. Nacional Guabira,233,89,1,0,2,56,40,10,0,0,198,4,5
77741,Bolivia,Santa Cruz,Obispo Santistéban,Montero,Villa Fátima (Guabirá),Col. Nacional Guabira,229,87,2,1,1,57,35,14,4,0,201,2,7
77742,Bolivia,Santa Cruz,Obispo Santistéban,Montero,Villa Fátima (Guabirá),Col. Nacional Guabira,228,84,2,0,1,61,27,6,4,0,185,3,7
77743,Bolivia,Santa Cruz,Obispo Santistéban,Montero,Villa Fátima (Guabirá),Col. Nacional Guabira,225,61,2,0,0,77,29,10,3,1,183,2,9
77744,Bolivia,Santa Cruz,Obispo Santistéban,Montero,Naicó,Esc. U.E. Mariluz Estremadoiro,228,72,0,0,0,96,15,3,5,0,191,5,8
77745,Bolivia,Santa Cruz,Obispo Santistéban,General Saavedra,General Saavedra,Col. Principe De Paz,219,54,0,1,1,74,34,6,5,0,175,8,9
77746,Bolivia,Santa Cruz,Obispo Santistéban,General Saavedra,General Saavedra,Col. Principe De Paz,223,75,0,0,0,49,21,5,5,0,155,4,39
77747,Bolivia,Santa Cruz,Obispo Santistéban,General Saavedra,General Saavedra,Col. Principe De Paz,222,71,1,0,1,67,29,8,3,1,181,6,17
77748,Bolivia,Santa Cruz,Obispo Santistéban,General Saavedra,General Saavedra,Col. Principe De Paz,224,84,1,1,1,49,31,5,6,1,179,6,6
77749,Bolivia,Santa Cruz,Obispo Santistéban,General Saavedra,General Saavedra,Col. Principe De Paz,228,83,0,0,1,53,33,10,13,0,193,5,5
77750,Bolivia,Santa Cruz,Obispo Santistéban,General Saavedra,General Saavedra,Col. Principe De Paz,226,60,1,0,1,63,21,6,11,0,163,5,27
77751,Bolivia,Santa Cruz,Obispo Santistéban,General Saavedra,General Saavedra,Col. Principe De Paz,229,71,0,0,0,63,32,8,8,0,182,3,10
77752,Bolivia,Santa Cruz,Obispo Santistéban,General Saavedra,General Saavedra,Col. Principe De Paz,226,92,1,2,0,60,19,7,5,0,186,3,3
77753,Bolivia,Santa Cruz,Obispo Santistéban,General Saavedra,General Saavedra,Col. Principe De Paz,224,73,0,0,0,65,26,11,8,0,183,7,3
77754,Bolivia,Santa Cruz,Obispo Santistéban,General Saavedra,General Saavedra,Col. Principe De Paz,224,69,2,1,1,70,25,7,13,0,188,5,10
77755,Bolivia,Santa Cruz,Obispo Santistéban,General Saavedra,General Saavedra,Col. Principe De Paz,223,56,0,0,2,66,21,15,12,0,172,12,10
77756,Bolivia,Santa Cruz,Obispo Santistéban,General Saavedra,General Saavedra,Col. Principe De Paz,219,110,1,0,2,35,34,5,6,0,193,5,5
77757,Bolivia,Santa Cruz,Obispo Santistéban,General Saavedra,General Saavedra,Col. Principe De Paz,232,62,1,1,1,75,24,8,21,1,194,9,8
77758,Bolivia,Santa Cruz,Obispo Santistéban,General Saavedra,General Saavedra,Col. Principe De Paz,221,82,0,0,1,58,39,8,5,1,194,1,10
77759,Bolivia,Santa Cruz,Obispo Santistéban,General Saavedra,General Saavedra,Col. Principe De Paz,221,70,0,1,0,69,31,5,6,0,182,4,11
77760,Bolivia,Santa Cruz,Obispo Santistéban,General Saavedra,General Saavedra,Col. Principe De Paz,222,104,1,0,2,51,18,7,9,0,192,2,7
77761,Bolivia,Santa Cruz,Obispo Santistéban,General Saavedra,General Saavedra,Col. Principe De Paz,224,85,0,0,1,78,19,4,4,0,191,5,5
77762,Bolivia,Santa Cruz,Obispo Santistéban,General Saavedra,General Saavedra,Col. Principe De Paz,224,63,0,0,1,90,26,9,11,0,200,4,3
77763,Bolivia,Santa Cruz,Obispo Santistéban,General Saavedra,General Saavedra,Col. Principe De Paz,98,37,0,0,1,22,12,5,1,0,78,2,7
77764,Bolivia,Santa Cruz,Obispo Santistéban,General Saavedra,Caimanes,Esc. 1 de Septiembre,230,12,0,0,1,125,41,6,5,1,191,6,10
77765,Bolivia,Santa Cruz,Obispo Santistéban,General Saavedra,Caimanes,Esc. 1 de Septiembre,230,31,0,0,1,123,24,13,4,1,197,8,4
77766,Bolivia,Santa Cruz,Obispo Santistéban,General Saavedra,Caimanes,Esc. 1 de Septiembre,77,6,0,0,0,45,11,4,0,0,66,1,4
77767,Bolivia,Santa Cruz,Obispo Santistéban,General Saavedra,Chané Bedoya,Esc. U.E. Chane Bedoya,224,28,2,1,0,123,21,7,3,0,185,5,5
77768,Bolivia,Santa Cruz,Obispo Santistéban,General Saavedra,Chané Bedoya,Esc. U.E. Chane Bedoya,142,8,0,0,1,89,13,7,12,1,121,1,0
77769,Bolivia,Santa Cruz,Obispo Santistéban,General Saavedra,Colonia Aroma,Esc. U.E. Gualberto Villarroel,227,10,1,1,0,128,15,12,2,0,169,9,9
77770,Bolivia,Santa Cruz,Obispo Santistéban,General Saavedra,Colonia Aroma,Esc. U.E. Gualberto Villarroel,228,15,2,1,4,141,12,9,1,0,185,11,6
77771,Bolivia,Santa Cruz,Obispo Santistéban,General Saavedra,Colonia Aroma,Esc. U.E. Gualberto Villarroel,175,24,1,0,0,99,14,11,1,0,150,2,6
77772,Bolivia,Santa Cruz,Obispo Santistéban,General Saavedra,Pico de Monte,Esc. Nucleo Central Nueva Esperanza,233,41,0,4,2,92,42,7,1,1,190,8,5
77773,Bolivia,Santa Cruz,Obispo Santistéban,General Saavedra,Pico de Monte,Esc. Nucleo Central Nueva Esperanza,231,28,0,5,2,123,24,13,3,0,198,3,12
77774,Bolivia,Santa Cruz,Obispo Santistéban,General Saavedra,Pico de Monte,Esc. Nucleo Central Nueva Esperanza,228,51,1,8,2,94,25,13,2,0,196,7,10
77775,Bolivia,Santa Cruz,Obispo Santistéban,General Saavedra,Pico de Monte,Esc. Nucleo Central Nueva Esperanza,228,55,2,5,3,78,32,11,3,0,189,6,10
77776,Bolivia,Santa Cruz,Obispo Santistéban,General Saavedra,Pico de Monte,Esc. Nucleo Central Nueva Esperanza,240,45,1,2,0,107,28,16,1,0,200,8,7
77777,Bolivia,Santa Cruz,Obispo Santistéban,General Saavedra,San Juan de los Amarillos,Esc. Nucleo  Mariscal Sucre,226,28,0,0,0,135,14,14,1,1,193,2,8
77778,Bolivia,Santa Cruz,Obispo Santistéban,General Saavedra,San Juan de los Amarillos,Esc. Nucleo  Mariscal Sucre,229,30,0,0,0,133,17,12,2,0,194,3,8
77779,Bolivia,Santa Cruz,Obispo Santistéban,General Saavedra,San Juan de los Amarillos,Esc. Nucleo  Mariscal Sucre,226,27,0,0,0,123,11,23,2,0,186,5,6
77780,Bolivia,Santa Cruz,Obispo Santistéban,General Saavedra,San Juan de los Amarillos,Esc. Nucleo  Mariscal Sucre,222,23,0,1,2,132,15,14,4,0,191,5,10
77781,Bolivia,Santa Cruz,Obispo Santistéban,General Saavedra,San Juan de los Amarillos,Esc. Nucleo  Mariscal Sucre,173,13,1,0,1,93,26,9,1,0,144,2,11
77782,Bolivia,Santa Cruz,Obispo Santistéban,General Saavedra,Puente Caimanes,Esc. U.E. Santiago Cornen,216,56,1,0,3,76,21,9,2,2,170,5,5
77783,Bolivia,Santa Cruz,Obispo Santistéban,General Saavedra,Puente Caimanes,Esc. U.E. Santiago Cornen,204,40,2,0,2,92,23,11,0,1,171,1,6
